room_type,neighbourhood_cleansed,latitude,longitude,price,last_review
Private room,Inner Richmond,37.77944,-122.45332,250.0,2023-05-23
Entire home/apt,Pacific Heights,37.79024,-122.43743,200.0,2023-05-31
Entire home/apt,Pacific Heights,37.7894,-122.43665,175.0,2023-05-29
Entire home/apt,Presidio Heights,37.7912,-122.44808,125.0,2023-04-23
Entire home/apt,Western Addition,37.77028,-122.43317,204.0,2023-04-28
Entire home/apt,Twin Peaks,37.74764,-122.44752,592.0,2023-01-12
Entire home/apt,Western Addition,37.788857,-122.431938,135.0,2023-05-10
Private room,West of Twin Peaks,37.73222,-122.46171,136.0,2023-04-08
Private room,Financial District,37.79511,-122.40072,248.0,2023-04-28
Entire home/apt,Glen Park,37.73656,-122.43922,456.0,2023-05-22
Entire home/apt,Lakeshore,37.7232175,-122.4745207,106.0,2023-05-23
Entire home/apt,Parkside,37.745513916015625,-122.49066162109376,135.0,2023-05-16
Entire home/apt,Presidio,37.79659121783463,-122.44718270570492,226.0,2023-04-26
Entire home/apt,Marina,37.8054,-122.44376,125.0,2023-04-30
Entire home/apt,Western Addition,37.77315,-122.42634,199.0,2023-05-10
Private room,Lakeshore,37.73352,-122.48224,100.0,2023-04-28
Hotel room,Downtown/Civic Center,37.78527,-122.40864,209.0,2023-02-03
Private room,Nob Hill,37.79404,-122.42037,220.0,2023-04-20
Private room,Chinatown,37.79102,-122.40678,233.0,2023-04-09
Entire home/apt,Outer Mission,37.72991,-122.44753,133.0,2023-05-23
Private room,Nob Hill,37.78958,-122.41844,86.0,2023-05-21
Entire home/apt,Outer Mission,37.730790973570166,-122.44898579706484,241.0,2023-05-21
Entire home/apt,Crocker Amazon,37.70959,-122.43903,186.0,2023-05-27
Private room,Parkside,37.74572,-122.47477,167.0,2023-05-01
Entire home/apt,Western Addition,37.78435,-122.44117,125.0,2023-04-25
Private room,Outer Sunset,37.76358,-122.47968,66.0,2023-04-24
Entire home/apt,Haight Ashbury,37.77229,-122.44747,192.0,2023-06-01
Entire home/apt,Western Addition,37.77058,-122.42743,150.0,2023-02-28
Entire home/apt,Haight Ashbury,37.76299,-122.44985,400.0,2023-05-27
Entire home/apt,Parkside,37.74102,-122.48331,130.0,2023-05-21
Entire home/apt,Outer Mission,37.71635,-122.44563,143.0,2023-01-02
Entire home/apt,Western Addition,37.77034,-122.43594,546.0,2023-04-19
Entire home/apt,Parkside,37.73937,-122.47785,336.0,2023-05-27
Entire home/apt,Castro/Upper Market,37.76049,-122.4414,283.0,2023-05-30
Entire home/apt,Haight Ashbury,37.7694,-122.44749,260.0,2023-01-16
Entire home/apt,Outer Mission,37.71486,-122.44832,180.0,2023-03-25
Entire home/apt,Haight Ashbury,37.77476,-122.44305,140.0,2023-01-22
Entire home/apt,Inner Sunset,37.76556,-122.45332,175.0,2023-05-14
Entire home/apt,Inner Sunset,37.76411,-122.47288,245.0,2023-05-29
Entire home/apt,Lakeshore,37.7308,-122.47926,194.0,2023-06-01
Entire home/apt,Inner Sunset,37.75876,-122.46663,183.0,2023-05-21
Entire home/apt,Inner Sunset,37.76271,-122.45419,110.0,2023-02-26
Entire home/apt,Nob Hill,37.79122,-122.40958,95.0,2023-04-28
Entire home/apt,Western Addition,37.78059,-122.43075,295.0,2023-05-21
Entire home/apt,Castro/Upper Market,37.76071,-122.44102,349.0,2023-04-28
Entire home/apt,Haight Ashbury,37.77174,-122.43831,225.0,2023-02-05
Entire home/apt,Downtown/Civic Center,37.77966,-122.42197,92.0,2023-04-13
Entire home/apt,Haight Ashbury,37.77447,-122.44298,306.0,2023-05-26
Entire home/apt,Excelsior,37.72254,-122.43443,148.0,2023-05-08
Entire home/apt,Western Addition,37.77403,-122.42561,395.0,2023-04-28
Entire home/apt,Inner Richmond,37.77585,-122.46413,90.0,2023-01-31
Entire home/apt,Inner Sunset,37.76167,-122.47198,125.0,2023-05-30
Entire home/apt,Inner Richmond,37.77983,-122.47415,241.0,2023-05-28
Private room,Downtown/Civic Center,37.78557,-122.41064,85.0,2023-05-19
Entire home/apt,Western Addition,37.77907,-122.43712,572.0,2023-04-29
Entire home/apt,Haight Ashbury,37.76645,-122.44793,250.0,2023-05-28
Entire home/apt,Haight Ashbury,37.77382,-122.44677,300.0,2023-02-15
Entire home/apt,Haight Ashbury,37.765819,-122.452055,306.0,2023-03-31
Entire home/apt,Western Addition,37.7775,-122.44223,200.0,2023-05-30
Private room,Inner Richmond,37.7808,-122.46961,109.0,2023-05-28
Private room,Castro/Upper Market,37.75709,-122.4409,85.0,2023-04-22
Private room,Inner Richmond,37.78246,-122.47408,80.0,2023-04-30
Entire home/apt,Inner Richmond,37.77501,-122.46337,90.0,2023-05-29
Entire home/apt,Inner Richmond,37.7807638,-122.4764602,267.0,2023-05-20
Private room,South of Market,37.77943,-122.39673,99.0,2023-04-30
Entire home/apt,Downtown/Civic Center,37.78809,-122.41176,220.0,2023-03-22
Entire home/apt,Haight Ashbury,37.7653,-122.44573,160.0,2023-05-07
Private room,Excelsior,37.72696,-122.41991,99.0,2023-05-24
Entire home/apt,Outer Richmond,37.78349,-122.48382,180.0,2023-02-20
Entire home/apt,Inner Sunset,37.75495,-122.46014,67.0,2023-04-30
Private room,South of Market,37.77673,-122.40949,57.0,2023-03-01
Entire home/apt,South of Market,37.78088,-122.39452,180.0,2023-01-15
Entire home/apt,Twin Peaks,37.75811,-122.444389,426.0,2023-05-16
Entire home/apt,Ocean View,37.712471,-122.457535,250.0,2023-05-16
Entire home/apt,Haight Ashbury,37.759393080830954,-122.4505328111145,350.0,2023-05-30
Entire home/apt,Outer Sunset,37.754560160652495,-122.47936870386825,220.0,2023-06-02
Entire home/apt,Lakeshore,37.73167,-122.47795,254.0,2023-05-29
Private room,Inner Richmond,37.77564,-122.46332,180.0,2023-05-21
Private room,Inner Richmond,37.7835,-122.47445,196.0,2023-01-13
Private room,Outer Richmond,37.78253,-122.48025,53.0,2023-04-02
Entire home/apt,Outer Richmond,37.77681,-122.481,275.0,2023-05-29
Entire home/apt,Ocean View,37.71419,-122.46089,385.0,2023-05-27
Entire home/apt,Outer Mission,37.71522,-122.44366,247.0,2023-05-27
Entire home/apt,Castro/Upper Market,37.75621,-122.43847,400.0,2023-04-23
Entire home/apt,Castro/Upper Market,37.76159,-122.44218,545.0,2023-04-28
Private room,Inner Sunset,37.761146539849214,-122.47405626403824,65.0,2023-06-04
Hotel room,Downtown/Civic Center,37.78394,-122.40849,209.0,2023-02-05
Entire home/apt,Mission,37.75745,-122.4213,295.0,2023-03-31
Private room,Western Addition,37.77327,-122.43686,229.0,2023-04-14
Entire home/apt,Downtown/Civic Center,37.77785,-122.42199,127.0,2023-04-12
Entire home/apt,Visitacion Valley,37.71974,-122.40413,595.0,2023-04-14
Private room,Mission,37.7528,-122.41415,72.0,2023-05-28
Private room,Bayview,37.74444,-122.40408,95.0,2023-05-27
Private room,Chinatown,37.79199,-122.40664,176.0,2023-05-29
Entire home/apt,Chinatown,37.79206,-122.40817,95.0,2023-01-14
Entire home/apt,Downtown/Civic Center,37.78382,-122.4117,78.0,2023-02-19
Entire home/apt,Noe Valley,37.74955,-122.43591,212.0,2023-05-26
Entire home/apt,South of Market,37.77424,-122.41581,125.0,2023-04-15
Entire home/apt,Russian Hill,37.79727,-122.42344,129.0,2023-05-28
Entire home/apt,Potrero Hill,37.75425219053561,-122.39748361440547,388.0,2023-05-30
Entire home/apt,Pacific Heights,37.78946,-122.43538,500.0,2023-04-17
Private room,Mission,37.76555569183105,-122.42130820852503,500.0,2023-05-20
Entire home/apt,Russian Hill,37.802021,-122.417549,122.0,2023-04-01
Entire home/apt,Bernal Heights,37.73798,-122.4145,200.0,2023-02-08
Entire home/apt,Parkside,37.7401,-122.50589,145.0,2023-05-26
Entire home/apt,Chinatown,37.79227,-122.40803,100.0,2023-04-03
Entire home/apt,South of Market,37.78126945487412,-122.38910805242192,230.0,2023-04-11
Private room,Excelsior,37.725613,-122.409721,95.0,2023-05-28
Private room,Outer Sunset,37.74711,-122.50839,103.0,2023-06-03
Entire home/apt,Pacific Heights,37.78951,-122.43126,237.0,2023-04-13
Entire home/apt,Mission,37.76694,-122.41929,124.0,2023-02-17
Private room,Outer Sunset,37.75138,-122.4935,71.0,2023-06-04
Private room,Marina,37.8017888432313,-122.42650059964768,144.0,2023-05-08
Entire home/apt,South of Market,37.78425,-122.39254,250.0,2023-05-09
Entire home/apt,Downtown/Civic Center,37.7889904,-122.4127915,326.0,2023-02-02
Entire home/apt,Bernal Heights,37.74735,-122.41016,175.0,2023-04-15
Entire home/apt,Parkside,37.740238189697266,-122.47209167480467,225.0,2023-05-31
Entire home/apt,Bernal Heights,37.74684,-122.40721,90.0,2023-01-25
Entire home/apt,Russian Hill,37.80317,-122.41654,85.0,2023-04-02
Private room,Downtown/Civic Center,37.78747,-122.40821,62.0,2023-05-21
Private room,Bernal Heights,37.74094,-122.40896,120.0,2023-04-02
Entire home/apt,Excelsior,37.72433,-122.43216,222.0,2023-01-07
Entire home/apt,Noe Valley,37.75305,-122.42841,140.0,2023-05-06
Entire home/apt,Western Addition,37.77159,-122.43103,245.0,2023-05-30
Private room,Downtown/Civic Center,37.78702,-122.40959,62.0,2023-04-21
Private room,Downtown/Civic Center,37.78745,-122.40936,62.0,2023-04-22
Private room,Western Addition,37.77811,-122.43639,93.0,2023-06-04
Private room,Downtown/Civic Center,37.78533,-122.40792,62.0,2023-04-06
Entire home/apt,Inner Richmond,37.77676,-122.46874,190.0,2023-05-27
Private room,Bayview,37.73247,-122.38721,56.0,2023-03-10
Entire home/apt,Mission,37.75208,-122.40881,193.0,2023-05-15
Entire home/apt,Mission,37.76077,-122.42561,370.0,2023-04-16
Entire home/apt,Bernal Heights,37.74849,-122.40609,120.0,2023-05-15
Entire home/apt,Outer Sunset,37.75723,-122.50596,150.0,2023-05-29
Entire home/apt,Downtown/Civic Center,37.7895,-122.40912,234.0,2023-02-24
Entire home/apt,Mission,37.7535,-122.42215,99.0,2023-02-28
Entire home/apt,Castro/Upper Market,37.7624,-122.42661,214.0,2023-05-27
Private room,Mission,37.74885,-122.42432,80.0,2023-05-30
Entire home/apt,Haight Ashbury,37.76646,-122.44425,136.0,2023-05-29
Private room,Pacific Heights,37.78862,-122.44149,169.0,2023-05-26
Private room,Western Addition,37.77133,-122.43612,110.0,2023-06-01
Entire home/apt,Bernal Heights,37.74131,-122.41179,149.0,2023-05-27
Private room,Western Addition,37.77077,-122.43501,147.0,2023-05-18
Entire home/apt,Twin Peaks,37.75496,-122.44326,295.0,2023-06-03
Entire home/apt,Mission,37.76015,-122.42098,385.0,2023-02-25
Entire home/apt,Parkside,37.73864,-122.50042,84.0,2023-04-03
Entire home/apt,Bernal Heights,37.73812,-122.41807,212.0,2023-05-24
Entire home/apt,Inner Sunset,37.75515,-122.46962,95.0,2023-05-14
Private room,Downtown/Civic Center,37.77864,-122.42226,213.0,2023-04-27
Private room,Mission,37.75528,-122.40991,325.0,2023-05-20
Entire home/apt,Inner Richmond,37.78716,-122.46396,106.0,2023-02-24
Private room,Ocean View,37.72011,-122.46662,37.0,2023-04-21
Entire home/apt,Mission,37.75686,-122.41019,120.0,2023-04-30
Entire home/apt,Downtown/Civic Center,37.78136,-122.42112,100.0,2023-05-14
Entire home/apt,Bernal Heights,37.74617,-122.41591,269.0,2023-05-21
Entire home/apt,Excelsior,37.73074,-122.40882,135.0,2023-05-20
Private room,Excelsior,37.72626,-122.43233,77.0,2023-05-14
Entire home/apt,Castro/Upper Market,37.76067,-122.43224,299.0,2023-04-22
Entire home/apt,Castro/Upper Market,37.75953,-122.44444,550.0,2023-04-21
Entire home/apt,Presidio Heights,37.78435,-122.44921,375.0,2023-01-02
Entire home/apt,Castro/Upper Market,37.7586,-122.44153,215.0,2023-04-28
Entire home/apt,Downtown/Civic Center,37.7887,-122.40967,187.0,2023-04-11
Hotel room,Financial District,37.789249581659625,-122.40449815237488,0.0,2023-01-29
Private room,Marina,37.79919,-122.43421,55.0,2023-03-08
Entire home/apt,Outer Richmond,37.77186,-122.51136,158.0,2023-02-21
Entire home/apt,Bernal Heights,37.74442,-122.42287,148.0,2023-02-22
Entire home/apt,Russian Hill,37.80167,-122.42338,245.0,2023-04-28
Entire home/apt,Bayview,37.73273,-122.39371,180.0,2023-05-19
Entire home/apt,South of Market,37.78076,-122.39806,150.0,2023-04-22
Entire home/apt,Inner Sunset,37.76027,-122.47527,314.0,2023-05-16
Entire home/apt,Mission,37.7542,-122.411,138.0,2023-05-27
Entire home/apt,West of Twin Peaks,37.73817,-122.45966,259.0,2023-04-27
Entire home/apt,Nob Hill,37.79443,-122.4123,126.0,2023-02-04
Private room,Presidio,37.80594,-122.44864,755.0,2023-05-21
Entire home/apt,Pacific Heights,37.79543,-122.42691,135.0,2023-03-31
Private room,Noe Valley,37.74921,-122.43093,69.0,2023-03-31
Entire home/apt,Potrero Hill,37.7615,-122.39896,145.0,2023-02-22
Private room,Nob Hill,37.79114,-122.41073,149.0,2023-05-19
Private room,Downtown/Civic Center,37.78967,-122.41261,100.0,2023-05-21
Private room,Downtown/Civic Center,37.78953,-122.41274,120.0,2023-05-18
Entire home/apt,Excelsior,37.72299,-122.42622,165.0,2023-05-25
Entire home/apt,West of Twin Peaks,37.7407,-122.45124,149.0,2023-03-26
Private room,Bayview,37.731943336287,-122.38909999015578,59.0,2023-04-24
Entire home/apt,Castro/Upper Market,37.758636,-122.435921,395.0,2023-05-05
Private room,South of Market,37.77587,-122.4088,97.0,2023-05-06
Entire home/apt,Outer Sunset,37.76091,-122.48721,145.0,2023-03-24
Private room,Marina,37.805939,-122.435486,299.0,2023-05-07
Entire home/apt,South of Market,37.78674013525115,-122.39378915053254,407.0,2023-05-27
Entire home/apt,Lakeshore,37.71984,-122.47423,178.0,2023-06-03
Entire home/apt,Twin Peaks,37.7544,-122.45452,193.0,2023-05-30
Private room,Inner Sunset,37.76409,-122.46005,120.0,2023-05-23
Entire home/apt,Glen Park,37.74078,-122.42679,161.0,2023-04-28
Private room,Downtown/Civic Center,37.78541,-122.41053,209.0,2023-01-11
Private room,Downtown/Civic Center,37.78941,-122.41128,99.0,2023-05-15
Entire home/apt,Mission,37.75472,-122.40635,185.0,2023-04-16
Entire home/apt,Bernal Heights,37.73371,-122.42384,310.0,2023-02-15
Entire home/apt,Inner Sunset,37.76503,-122.4545985,85.0,2023-03-31
Private room,Western Addition,37.78047,-122.43017,102.0,2023-05-28
Entire home/apt,Pacific Heights,37.79215,-122.43462,849.0,2023-03-26
Entire home/apt,Mission,37.75493,-122.42149,100.0,2023-05-21
Entire home/apt,Inner Sunset,37.76468,-122.45567,82.0,2023-06-02
Entire home/apt,Pacific Heights,37.79373,-122.42655,107.0,2023-02-14
Entire home/apt,Potrero Hill,37.759869,-122.402878,359.0,2023-05-25
Entire home/apt,Haight Ashbury,37.76958,-122.45248,101.0,2023-02-09
Private room,Haight Ashbury,37.77257,-122.44973,85.0,2023-05-30
Entire home/apt,Marina,37.80084,-122.43287,100.0,2023-05-28
Entire home/apt,Mission,37.76745,-122.42426,109.0,2023-04-06
Private room,North Beach,37.80658721923828,-122.4180145263672,228.0,2023-03-09
Entire home/apt,Outer Sunset,37.76477,-122.48211,140.0,2023-05-06
Entire home/apt,Western Addition,37.77843490523822,-122.4243538656876,162.0,2023-05-20
Entire home/apt,Castro/Upper Market,37.75948,-122.43949,695.0,2023-05-07
Entire home/apt,Bernal Heights,37.744476318359375,-122.41868591308594,399.0,2023-05-29
Entire home/apt,Excelsior,37.71789,-122.43813,140.0,2023-05-28
Entire home/apt,Western Addition,37.77783,-122.42464,320.0,2023-04-16
Entire home/apt,Western Addition,37.77558,-122.42929,320.0,2023-03-29
Private room,North Beach,37.80658721923828,-122.4180145263672,246.0,2023-04-13
Private room,North Beach,37.80658721923828,-122.4180145263672,273.0,2023-04-14
Entire home/apt,Downtown/Civic Center,37.774441,-122.420944,125.0,2023-05-01
Entire home/apt,Inner Richmond,37.77761,-122.47218,132.0,2023-05-12
Entire home/apt,South of Market,37.776750266709705,-122.41293765499786,170.0,2023-01-02
Entire home/apt,Mission,37.75862,-122.42376,110.0,2023-05-29
Entire home/apt,Marina,37.80015,-122.43413,149.0,2023-03-14
Entire home/apt,Bernal Heights,37.739,-122.41786,360.0,2023-04-01
Entire home/apt,Outer Mission,37.71493,-122.44787,223.0,2023-05-20
Entire home/apt,Marina,37.79809,-122.43464,175.0,2023-02-28
Private room,Excelsior,37.72225,-122.41058,64.0,2023-05-20
Entire home/apt,Marina,37.799881,-122.435287,107.0,2023-06-02
Entire home/apt,Marina,37.799881,-122.435287,122.0,2023-05-31
Entire home/apt,Marina,37.799881,-122.435287,141.0,2023-05-08
Entire home/apt,Marina,37.799881,-122.435287,140.0,2023-06-02
Entire home/apt,Russian Hill,37.80569688264739,-122.42375903584218,110.0,2023-03-31
Entire home/apt,Marina,37.799881,-122.435287,95.0,2023-05-10
Private room,Outer Richmond,37.78418,-122.48176,72.0,2023-05-29
Private room,Marina,37.799881,-122.435287,130.0,2023-05-30
Private room,Marina,37.799881,-122.435287,124.0,2023-05-31
Entire home/apt,Marina,37.799881,-122.435287,187.0,2023-05-29
Entire home/apt,Marina,37.799881,-122.435287,181.0,2023-04-30
Entire home/apt,Marina,37.799881,-122.435287,232.0,2023-05-11
Entire home/apt,Marina,37.799881,-122.435287,156.0,2023-05-26
Entire home/apt,South of Market,37.78772,-122.38936,205.0,2023-04-30
Entire home/apt,Bayview,37.73407,-122.40326,388.0,2023-05-21
Entire home/apt,Parkside,37.74192,-122.48817,130.0,2023-05-30
Private room,Western Addition,37.7737,-122.42865,81.0,2023-05-24
Entire home/apt,Noe Valley,37.74608,-122.42824,498.0,2023-04-17
Private room,Castro/Upper Market,37.76584,-122.43616,110.0,2023-05-28
Entire home/apt,Castro/Upper Market,37.76626,-122.43643,138.0,2023-05-29
Entire home/apt,Marina,37.799458,-122.440491,232.0,2023-03-15
Entire home/apt,Glen Park,37.73881,-122.43529,170.0,2023-05-28
Entire home/apt,Western Addition,37.78725,-122.4429,133.0,2023-04-30
Private room,Mission,37.75431,-122.41199,85.0,2023-05-19
Private room,Bayview,37.73018,-122.39922,124.0,2023-05-21
Entire home/apt,Mission,37.75124,-122.41827,112.0,2023-05-26
Entire home/apt,Bayview,37.72212,-122.40008,201.0,2023-05-17
Entire home/apt,Twin Peaks,37.75227,-122.45073,225.0,2023-05-01
Entire home/apt,Parkside,37.73726,-122.50636,267.0,2023-05-07
Entire home/apt,Mission,37.74937,-122.418,175.0,2023-02-15
Private room,Marina,37.79937,-122.433929,189.0,2023-05-29
Entire home/apt,Visitacion Valley,37.71018,-122.40372,86.0,2023-03-12
Private room,Ocean View,37.71225,-122.46734,68.0,2023-05-29
Entire home/apt,Bayview,37.73417,-122.4015,91.0,2023-04-30
Private room,Marina,37.80055,-122.43412,68.0,2023-04-30
Entire home/apt,Inner Sunset,37.75495,-122.45631,304.0,2023-05-20
Private room,South of Market,37.77972,-122.3971,150.0,2023-02-28
Private room,Marina,37.804,-122.43947,199.0,2023-03-23
Entire home/apt,Outer Richmond,37.77842,-122.50548,250.0,2023-02-07
Shared room,Downtown/Civic Center,37.78779,-122.4202,57.0,2023-03-24
Private room,Marina,37.79995,-122.43471,189.0,2023-03-05
Entire home/apt,South of Market,37.78543,-122.3956,130.0,2023-04-16
Entire home/apt,South of Market,37.78514,-122.39431,170.0,2023-01-17
Entire home/apt,Mission,37.76079,-122.41951,163.0,2023-05-03
Entire home/apt,Visitacion Valley,37.71293,-122.41278,120.0,2023-06-04
Entire home/apt,Chinatown,37.79079,-122.40892,115.0,2023-05-12
Entire home/apt,North Beach,37.80141,-122.40602,168.0,2023-05-09
Entire home/apt,Outer Richmond,37.77536,-122.48057,224.0,2023-02-27
Entire home/apt,South of Market,37.77905,-122.40512,130.0,2023-03-25
Entire home/apt,Mission,37.75452,-122.41415,120.0,2023-05-06
Entire home/apt,Bernal Heights,37.74322348107015,-122.42039759776333,309.0,2023-05-25
Entire home/apt,Outer Mission,37.7262,-122.44664,175.0,2023-05-21
Entire home/apt,Pacific Heights,37.78954,-122.43123,243.0,2023-04-22
Entire home/apt,Outer Sunset,37.75581,-122.48659,295.0,2023-04-15
Entire home/apt,Castro/Upper Market,37.76008,-122.43284,414.0,2023-05-13
Entire home/apt,Excelsior,37.71738,-122.43535,145.0,2023-03-25
Entire home/apt,Russian Hill,37.79823,-122.41246,125.0,2023-05-02
Entire home/apt,Outer Sunset,37.75453,-122.49828,159.0,2023-05-19
Private room,Western Addition,37.774323,-122.43644,108.0,2023-06-02
Entire home/apt,Ocean View,37.72178,-122.45418,75.0,2023-05-17
Private room,Inner Richmond,37.77417,-122.4658,176.0,2023-05-16
Entire home/apt,Pacific Heights,37.79141,-122.43605,125.0,2023-03-24
